. z..6.benzylidene.3.hydroxymethyl.1.4.dimethyl.3.methylsulfanylpiperazine.2.5.dione
methyl 10.12.epidioxy.13.hydroperoxy.8e.15z.octadecadienoate
methyl 10.13.dihydroxy.9.oxo.11.octadecenoate
methyl 10.acetoxy.8.9.epoxy.2z.decen.4.6.diynoate
methyl 10.hydroxy.8.9.epoxy.2z.decen.4.6.diynoate
methyl 11.eicosenoate
methyl 11.hydroxy.10.methyl.4.oxododecanoate
methyl 11.metyloctadec.11.enoate
methyl 11alpha.hydroxytormentate
methyl 12.13.epoxy.9.15.octadecadienoate
methyl 12.ethyl.10.11.dihydroxy.5.methoxy.8.methyl.8.16.diazapentacyclo.10.6.1.01.9.02.7.016.19.nonadeca.2.7..3.5.13.tetraene.10.carboxylate
methyl 12.hydroperoxy.20.hydroxy..5z.8z.10e.14z..icosatetraenoate
methyl 12.methyltetradecanoate
methyl 13.15.diacetyloxy.19.hydroxy.1.8.12.16.16.pentamethyl.5.oxo.3.6.dioxapentacyclo.9.8.0.02.4.02.8.012.17.nonadecane.7.carboxylate
methyl 13.butylperoxy.9.11.octadecadienoate
methyl 13.methyltetradecanoate
methyl 13.oxotetradecanoate
methyl 13.sophorosyloxydocosanoate
methyl 14.methyl.8.hexadecenoate
methyl 14.methylpentadecanoate
methyl 15.hydroperoxy.9z.12z.16e.octadecatrienoate
methyl 17..1.hydroxyethyl..7.methoxy.3.13.diazapentacyclo.13.3.1.02.10.04.9.013.18.nonadeca.2.10..4.9..5.7.tetraene.1.carboxylate
methyl 17.hydroxy.20xi.yohimban.16.carboxylate
methyl 18.bromo.5.6.trans.endomethylene.7.11.15.trimethyl.8e.10z.octadecadien.17.ynoate
methyl 18.bromooctadeca.5.7.16.triynoate
methyl 1h.pyrrole.2.carboxylate
methyl 2.12.dimethyltetradecanoate
methyl 2.13.dimethyltetradecanoate
methyl 2.3.4.tri.o.acetyl.alpha.d.glucopyranuronate
methyl 2.3.6.tri.o.galloyl.beta.d.glucopyranoside
methyl 2.4.6.trihydroxybenzoate
methyl 2.4.8.trimethylundecanoate
methyl 2.4.dihydroxy.3..3...1r.5s.8r.11r..11.hydroxy.5.methyl.9.methylidene.4.oxo.5.tricyclo.6.2.2.01.6.dodec.2.enyl.propanoylamino.benzoate
methyl 2.5.dichlorobenzoate
methyl 2.5.dihydroxybenzoate
methyl 2.5.dimethyl.1h.pyrrole.3.carboxylate
methyl 2.6.dihydroxy.4.quinolinecarboxylate
methyl 2.6.dihydroxybenzoate
methyl 2.6.dimethyl.5.nitro.4..2..trifluoromethyl.phenyl..1.4.dihydropyridine.3.carboxylate
methyl 2..1.8.dihydroxy.4a.8.dimethyl.5.oxo.2.3.4.8a.tetrahydro.1h.naphthalen.2.yl.propanoate
methyl 2..10.heptadecenyl..6.hydroxybenzoate
methyl 2..2.5.dibromo.3.4.dihydroxyphenyl.acetate
methyl 2..2.6.dihydroxy.4.methylbenzoyl..3.5.dimethoxybenzoate
methyl 2..2.acetyl.3.5.dihydroxy.4.6.dimethylphenyl.acetate
methyl 2..2.acetyl.4.5.dimethoxyphenyl.acetate
methyl 2..2.formyl.3.hydroxy.5.methylphenoxy..5.hydroxy.3.methoxybenzoate
methyl 2..2.hydroxypropanoylamino..3.methylbutanoate
methyl 2..2.methoxy.4.hydroxyphenyl..6.methoxy.3.benzofurancarboxylate
methyl 2..3.10.dihydroxy.5.methoxy.9.methyl.8.13.dioxatricyclo.7.3.1.02.7.trideca.2.4.6.triene.4.carbonyl..3.5.dimethoxybenzoate
methyl 2..3.ethenyl.1.2.3.4.6.7.12.12b.octahydroindolo.2.3.a.quinolizin.2.yl..3.methoxyprop.2.enoate
methyl 2..3.ethyl.1.2.3.4.6.7.12.12b.octahydroindolo.2.3.a.quinolizin.2.yl..3.methoxyprop.2.enoate
methyl 2..3.ethyl.7a.hydroxy.8.methoxy.2.3.4.6.7.12b.hexahydro.1h.indolo.2.3.a.quinolizin.2.yl..3.methoxyprop.2.enoate
methyl 2..3.oxo.2.pentylcyclopentyl.acetate
methyl 2..4.5.dihydroxy.6.methoxy.3.6.dimethyl.2.oxocyclohex.3.en.1.yl.oxy.4.hydroxy.3.6.dimethylbenzoate
methyl 2..4.hydroxyphenyl.acetate
methyl 2..4.isopropyl.4.methyl.5.oxo.4.5.dihydro.1h.imidazol.2.yl..4.methylbenzoate
methyl 2..4.isopropyl.4.methyl.5.oxo.4.5.dihydro.1h.imidazol.2.yl..5.methylbenzoate
methyl 2..4...3.chloro.5..trifluoromethyl.pyridin.2.yl.oxy.phenoxy.propanoate
methyl 2..6.bromo.3.4.dihydroxyphenyl.acetate
methyl 2..9.10a.dihydroxy.4a.methoxy.1.methyl.5.10.dioxo.3.4.dihydro.1h.benzo.g.isochromen.3.yl.acetate
methyl 2..cyclohex.2.en.1.yl.acetate
methyl 2..furan.3.yl..7.hydroxy.6a.10b.dimethyl.4.oxo.2.4a.5.6.10.10a.hexahydro.1h.benzo.f.isochromene.7.carboxylate
methyl 2..hydroxymethyl.pyrrolidine.1.carboxylate
methyl 2..methylthio.acetate
methyl 2..methylthio.benzoate
methyl 2..methylthio.butyrate
methyl 2..naphthalen.2.yl..2..piperidin.2.yl.acetate
methyl 2..phenylthio.acetate
methyl 2..trifluoromethoxy.benzoate
methyl 2...1r.3r.4ar.9as..6..1.3.benzodioxole.5.carbonylamino..1..hydroxymethyl..3.4.4a.9a.tetrahydro.1h.pyrano.3.4.b..1.benzofuran.3.yl.acetate
methyl 2...1r.3r.4as.9ar..1..hydroxymethyl..6..methanesulfonamido..3.4.4a.9a.tetrahydro.1h.pyrano.3.4.b..1.benzofuran.3.yl.acetate
methyl 2...1r.3r.4as.9ar..6...2..dimethylamino.acetyl.amino..1..hydroxymethyl..3.4.4a.9a.tetrahydro.1h.pyrano.3.4.b..1.benzofuran.3.yl.acetate
methyl 2...1r.3r.4r..4.9.dihydroxy.5.10.dioxo.1.propyl.3.4.dihydro.1h.benzo.g.isochromen.3.yl.acetate
methyl 2...1r.3s.4ar.9as..6.amino.1..hydroxymethyl..3.4.4a.9a.tetrahydro.1h.pyrano.3.4.b..1.benzofuran.3.yl.acetate
methyl 2...1r.3s.4as.9ar..1..hydroxymethyl..6..methanesulfonamido..3.4.4a.9a.tetrahydro.1h.pyrano.3.4.b..1.benzofuran.3.yl.acetate
methyl 2...1r.3s.4as.9ar..6..cyclopentylcarbamoylamino..1..hydroxymethyl..3.4.4a.9a.tetrahydro.1h.pyrano.3.4.b..1.benzofuran.3.yl.acetate
methyl 2...1s.3r.4ar.9as..6..1.3.benzodioxole.5.carbonylamino..1..hydroxymethyl..3.4.4a.9a.tetrahydro.1h.pyrano.3.4.b..1.benzofuran.3.yl.acetate
methyl 2...1s.3s.4ar.9as..1..hydroxymethyl..6..methanesulfonamido..3.4.4a.9a.tetrahydro.1h.pyrano.3.4.b..1.benzofuran.3.yl.acetate
methyl 2...1s.3s.4ar.9as..6.amino.1..hydroxymethyl..3.4.4a.9a.tetrahydro.1h.pyrano.3.4.b..1.benzofuran.3.yl.acetate
methyl 2...2.3.dihydroxybenzoyl.amino..3.hydroxypropanoate
methyl 2...2.acetyl.3.oxo.1.butenyl.amino.acetate
methyl 2...2.hydroxy.3.methylbutanoyl.amino..3.methylbutanoate
methyl 2...2.methoxy.2.oxoethyl.amino.acetate
methyl 2...2.methoxyacetyl.amino.thiophene.3.carboxylate
methyl 2...2.methyl.4.quinolyl.thio.acetate
methyl 2...2r.4ar.12ar..5.methyl.6.oxo.8...2.thiophen.2.ylacetyl.amino..2.3.4.4a.12.12a.hexahydropyrano.2.3.c..1.5.benzoxazocin.2.yl.acetate
methyl 2...2r.4ar.12as..8...2.chlorophenyl.sulfonylamino..5.methyl.6.oxo.2.3.4.4a.12.12a.hexahydropyrano.2.3.c..1.5.benzoxazocin.2.yl.acetate
methyl 2...2r.4as.12ar..8...3.5.dimethylphenyl.carbamoylamino..5.methyl.6.oxo.2.3.4.4a.12.12a.hexahydropyrano.2.3.c..1.5.benzoxazocin.2.yl.acetate
methyl 2...2r.4as.12as..5.methyl.6.oxo.8...2.thiophen.2.ylacetyl.amino..2.3.4.4a.12.12a.hexahydropyrano.2.3.c..1.5.benzoxazocin.2.yl.acetate
methyl 2...2r.5r.6s..5...2.fluorophenyl.sulfonylamino..6..hydroxymethyl.oxan.2.yl.acetate
methyl 2...2r.5s.6s..5...2.fluorophenyl.sulfonylamino..6..hydroxymethyl.oxan.2.yl.acetate
methyl 2...2s.3r.6s..2..hydroxymethyl..3...4..trifluoromethyl.phenyl.carbamoylamino..3.6.dihydro.2h.pyran.6.yl.acetate
methyl 2...2s.3s.6s..2..hydroxymethyl..3...4..trifluoromethyl.phenyl.carbamoylamino..3.6.dihydro.2h.pyran.6.yl.acetate
methyl 2...2s.4ar.12ar..8...4.fluorophenyl.sulfonylamino..5.methyl.6.oxo.2.3.4.4a.12.12a.hexahydropyrano.2.3.c..1.5.benzoxazocin.2.yl.acetate
methyl 2...2s.4as.12ar..5.methyl.6.oxo.8...2.thiophen.2.ylacetyl.amino..2.3.4.4a.12.12a.hexahydropyrano.2.3.c..1.5.benzoxazocin.2.yl.acetate
methyl 2...2s.5s.6r..5...2.fluorophenyl.sulfonylamino..6..hydroxymethyl.oxan.2.yl.acetate
methyl 2...3r.6ar.8r.10ar..3.hydroxy.1..1.methylimidazol.4.yl.sulfonyl.3.4.6.6a.8.9.10.10a.octahydro.2h.pyrano.2.3.c..1.5.oxazocin.8.yl.acetate
methyl 2...3r.6ar.8s.10ar..3.hydroxy.1..3.3.3.trifluoropropyl..3.4.6.6a.8.9.10.10a.octahydro.2h.pyrano.2.3.c..1.5.oxazocin.8.yl.acetate
methyl 2...3r.6as.8r.10as..3.hydroxy.1..2.methoxyphenyl.sulfonyl.3.4.6.6a.8.9.10.10a.octahydro.2h.pyrano.2.3.c..1.5.oxazocin.8.yl.acetate
methyl 2...3r.6as.8s.10as..3.hydroxy.1..1.methylimidazol.4.yl.sulfonyl.3.4.6.6a.8.9.10.10a.octahydro.2h.pyrano.2.3.c..1.5.oxazocin.8.yl.acetate
methyl 2...3r.6as.8s.10as..3.hydroxy.1..3.3.3.trifluoropropyl..3.4.6.6a.8.9.10.10a.octahydro.2h.pyrano.2.3.c..1.5.oxazocin.8.yl.acetate
methyl 2...3s..9.10.dihydroxy.7.methoxy.1.oxo.1h.3h.4h.naphtho.2.3.c.pyran.3.yl.acetate
methyl 2...3s.6as.8r.10as..3.hydroxy.1..2.methoxyphenyl.sulfonyl.3.4.6.6a.8.9.10.10a.octahydro.2h.pyrano.2.3.c..1.5.oxazocin.8.yl.acetate
methyl 2...3s.6as.8r.10as..3.hydroxy.1..3.3.3.trifluoropropyl..3.4.6.6a.8.9.10.10a.octahydro.2h.pyrano.2.3.c..1.5.oxazocin.8.yl.acetate
methyl 2...7.hydroxy.4.6.dimethyl.1.oxo.3h.2.benzouran.5.yl.oxy.acetate
methyl 2...methylsulfonyl.amino.benzoate
methyl 2...tert.butoxycarbonyl.amino..3..2.phenoxy.6.quinolyl.acrylate
methyl 2..1.3.8.trihydroxy.8..hydroxymethyl..4a.methyl.5.oxo.2.3.4.6.7.8a.hexahydro.1h.naphthalen.2.yl.prop.2.enoate
methyl 2..1..2.methyl.1h.indol.3.yl..2.naphthyl.hydrazinecarboxylate
methyl 2..13..furan.3.yl..6.6.8.12.tetramethyl.17.methylidene.5.15.dioxo.2.14.dioxatetracyclo.7.7.1.01.12.03.8.heptadecan.7.yl..2.hydroxyacetate
methyl 2..2.methyl.3...e..2..1.methylpyridin.1.ium.4.yl.ethenyl.indol.1.yl.acetate
methyl 2..3...7.chloro.4.quinolyl.amino.propylamino..4.methyl.6.phenyl.pyrimidine.5.carboxylate
methyl 2..4..2.4.dichlorophenoxy.phenoxy.propanoate
methyl 2..4..2.fluoro.1.hydroxy.2.methylpropyl.phenyl.propanoate
methyl 2..4.ethenyl.2.6.dihydroxy.3..3.hydroxyprop.1.en.2.yl..4.methylcyclohexyl.prop.2.enoate
methyl 2..6..furan.3.yl..14.hydroxy.1.5.15.15.tetramethyl.8.17.dioxo.7.18.dioxapentacyclo.11.3.1.111.14.02.11.05.10.octadec.9.en.16.yl.acetate
methyl 2....4r.6s.12r..6.hydroxy.12.methyl.2.5.dioxo.oxacyclododec.4.yl.sulanyl.acetate
methyl 2.acetyl.3.5.dihydroxyphenylacetate
methyl 2.acetyl.5.hydroxy.3.methoxyphenylacetate
methyl 2.amino.3..4.hydroxyphenyl.propanoate
methyl 2.aminothiophene.3.carboxylate
methyl 2.benzoylbenzoate
methyl 2.cyano.3..dimethylamino.acrylate
methyl 2.cyanobenzoate
methyl 2.decenoate
methyl 2.deoxy.alpha.d.glucoside
methyl 2.diazo.2.acetamidohexanoate
methyl 2.diazoacetamidohexonate
methyl 2.ethyl.4..5.hydroxy.4.5.dimethyl.2.oxooxolan.3.yl..2.methyl.3.oxobutanoate
methyl 2.ethyl.4...3r.4r.5s..5.hydroxy.4.5.dimethyl.2.oxooxolan.3.yl..2.methyl.3.oxobutanoate
methyl 2.furancarboxylate
methyl 2.heptenoate
methyl 2.hydroxy.4..2.hydroy.3.methoxy.5.methylphenoxy..6.methylbenzoate
methyl 2.hydroxy.4.methoxy.6.pentylbenzoate
methyl 2.hydroxy.4..3...4.oxo.3.phenyl.4h.chromen.7.yl.oxy.propoxy..3.propylbenzoate
methyl 2.hydroxy.6..4.hydroxy.2.methoxy.6.methoxycarbonylphenoxy..4.methylbenzoate
methyl 2.hydroxypropionate
methyl 2.methoxybenzoate
methyl 2.methyl.3.oxoserinate
methyl 2.methylhexanoate
methyl 2.methylpentanoate
methyl 2.nonenoate
methyl 2.o.alpha.l.fucopyranosyl.beta.d.galactoside
methyl 2.o.beta.l.arabinofuranosyl.beta.l.arabinofuranoside
methyl 2.octenoate
methyl 2.octynoate
methyl 2.ormyl.3.4.5.trihydroxy.6.methylbenzoate
methyl 2.propylheptanoate
methyl 2.thiofuroate
methyl 2.undecynoate
methyl 2...e..2..4..formyloxy.phenyl.ethenyl..4.methyl.3.oxopentanoate
methyl 2....4.6.dimethylpyrimidin.2.yl.carbamoyl.sulfamoyl.benzoate
methyl 2...2.o..6.deoxy.alpha.l.mannopyranosyl..beta.d.glucopyranosyl.oxy.benzoate
methyl 2...5...3.chloro.4...5s..1.1.dioxido.3.oxo.1.2.thiazolidin.5.yl..n..phenylsulfonyl..l.phenylalanyl.amino.pentyl.oxy..6.hydroxybenzoate
methyl 20.dihydroprednisolonate
methyl 21.hydroxy.5.7.dioxa.2.15.diazaheptacyclo.17.2.2.112.15.01.12.03.11.04.8.019.24.tetracosa.3.11..4.8..9.triene.21.carboxylate
methyl 25.hydroxy.3.epidehydrotumulosate
methyl 2e.4z.hexadecadienoate
methyl 2e.hexenoate
methyl 3.4.5.trihydroxybenzoate
methyl 3.4.5.trihydroxycyclohexene.1.carboxylate
methyl 3.4.6.tri.o.acetyl.2.deoxy.2..1.3.dioxo.1.3.dihydro.2h.isoindol.2.yl..1.thiohexopyranoside
methyl 3.4.6.tri.o.galloyl.beta.d.glucopyranoside
methyl 3.4.dicaffeoylquinate
methyl 3.4.dihydroxy.5..3.apos..methyl.2.apos..butenyl.benzoate
methyl 3.4.dihydroxybenzoate
methyl 3.4.dimethyl.2..3.methylbutanoyl.benzoate
methyl 3.5.dichloro.4.hydroxybenzoate
methyl 3.5.dichloro.4.methoxybenzoate
methyl 3.5.dimethoxy.2..5.methoxy.4.oxo.6.prop.1.enylpyran.3.carbonyl.benzoate
methyl 3.6.dioxo.5beta.cholan.24.oate
methyl 3.7.dihydroxy.15.cycloneranate
methyl 3.8.dihydroxy.6.methyl.9.oxo.9h.xanthene.1.carboxylate
methyl 3..13.13.dibromotrideca.1e.12.dienyl..2h.azirine.2s.carboxylate
methyl 3..2.phenoxy.6.quinolyl.alaninate
methyl 3..3.4.5.trimethoxyphenyl.prop.2.enoate
methyl 3..3.4.dihydroxy.2.2.dimethyl.1.oxo.3ah.imidazo.1.2.a.indol.4.yl..2..4.oxoquinazolin.3.yl.propanoate
methyl 3..3.4.dihydroxy.5.phenyloxolan.2.yl..3.hydroxypropanoate
methyl 3..3.4.dihydroxyphenyl..2...2.2.dimethylchromen.6.yl.methyl..4.methoxy.5.oxofuran.2.carboxylate
methyl 3..4.5.6.8.8a.9.hexahydro.4...e..3.methylpent.1.enyl..4h.furo.3.2.g.isochromen.6.yl.propanoate
methyl 3..4.chloroanilino.propanoate
methyl 3..4.chlorophenyl..3...n..isopropoxycarbonyl.valyl.amino.propanoate
methyl 3..4.hydroxyphenyl.propionate
methyl 3..4.methoxyphenoxy.prop.2.enoate
methyl 3..4.methoxyphenyl..2.oxopropanoate
methyl 3..5.acetyl.4..2.methoxy.2.oxoethyl..1.methyl.1h.pyrrol.3.yl.propanoate
methyl 3..acetyloxymethyl..5..5.5.8a.trimethyl.2.methylidene.3.4.4a.6.7.8.hexahydro.1h.naphthalen.1.yl.pent.2.enoate
methyl 3..hydroxymethyl.pyrrolidine.1.carboxylate
methyl 3..isonicotinoylamino..4.methylbenzoate
methyl 3..methylthio.butanoate
methyl 3..methylthio.propanoate
methyl 3...2...2.acetamido.2.deoxy.3.o.beta.d.galactopyranosyl.beta.d.glucopyranosyl.oxy.ethyl.sulfanyl.propanoate
methyl 3...1e.3e..3.5.dimethylhepta.1.3.dienyl..8.hydroxy.6a.8.dimethyl.6.oxo.9.9a.dihydrofuro.2.3.h.isochromene.9.carboxylate
methyl 3..2..2.6.dichlorophenyl.quinolin.6.yl.alaninate
methyl 3..2..2.thienyl.acetamido.thiophene.2.carboxylate
methyl 3..3.4.dihydroxy.5..3.methylbut.2.enyl.phenyl..2...4.hydroxy.3..3.methylbut.2.enyl.phenyl.methyl..4.methoxy.5.oxofuran.2.carboxylate
methyl 3..3.5.diacetoxy.2..3.8.diacetoxyoctyl.cyclopentyl.propanoate
methyl 3..5..1.propyn.1.yl..2.thienyl.propanoate
methyl 3.amino.4.methylbenzoate
methyl 3.amino.4.methylthiophene.2.carboxylate
methyl 3.aminobenzoate
methyl 3.aminopyrazine.2.carboxylate
methyl 3.anilino.2..1.7.dimethyl.1h.indol.3.yl..2.3.diphenylpropanoate
methyl 3.carbazolecarboxylate
methyl 3.chloro.2..2.4.dimethoxy.6.methylphenoxy..6.hydroxy.4.methoxybenzoate
methyl 3.chloro.4.methylthiophene.2.carboxylate
methyl 3.cyano.2.phenylpropanoate
methyl 3.cyanobenzoate
methyl 3.ethenyl.4..2.3.4.9.tetrahydro.1h.pyrido.3.4.b.indol.1.ylmethyl..2..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.3.4.dihydro.2h.pyran.5.carboxylate
methyl 3.ethylidene.4..2.methoxy.2.oxoethyl..2...3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy..3.4.dihydro.2h.pyran.5.carboxylate
methyl 3.formyl.1h.indole.2.sulfinate
methyl 3.hydroxybenzoate
methyl 3.hydroxybut.2.enoate
methyl 3.hydroxybutyrate
methyl 3.hydroxyhexanoate
methyl 3.hydroxypalmitate
methyl 3.hydroxypiperidine.1.carboxylate
methyl 3.mercaptobutanoate
methyl 3.methyl.2z.dodecenoate
methyl 3.methylbutanoate
methyl 3.o.beta.d.xylopyranosyl.alpha.d.mannopyranoside
methyl 3.octenoate
methyl 3.oxo.12.oleanen.28.oate
methyl 3.p.anisoloxypropionate
methyl 3.phenyl.2..phenylformamido.propanoate
methyl 3.phenylpropanoate
methyl 3..2...1.3.benzodioxol.5.ylmethyl.amino..2.oxoethyl..4..2..1h.imidazol.1.yl.pyrimidin.4.yl.pyrazine.1.4h..carboxylate
methyl 3..4..2.hydroxy.3..propan.2.ylamino.propoxy.phenyl.propanoate
methyl 3b.24.dihydroxy.11.13.18..oleanadien.30.oate
methyl 3b.hydroxy.13.18..oleanen.28.oate
methyl 4.10.dimethyldodecanoate
methyl 4.11.dimethyldodecanoate
methyl 4.13.dimethyltetradecanoate
methyl 4.4.4.trifluoro.3.hydroxy.3.methoxybutanoate
methyl 4.5.apos..dihydroxy.6.methyl.3.oxo.2.apos...2.oxopropyl.spiro.1.benzofuran.2.6.apos..cyclohex.3.ene..1.apos..carboxylate
methyl 4.6.di.o.acetyl.beta.d.galactoside
methyl 4.6.di.o.galloyl.beta.d.glucopyranoside
methyl 4.6.dideoxy.4..3.deoxy.l.glycero.tetronamido..2.o.methyl.alpha.d.mannopyranoside
methyl 4.6.dihydroxy.2.3.dimethylbenzoate
methyl 4.8.decadienoate
methyl 4.9.dimethyldecanoate
methyl 4..3.4.dihydroxybenzamido.butanoate
methyl 4..3.hydroxy.3.methylbut.1.ynyl.benzoate
methyl 4..4.6.dihydroxy.5.methoxy.2.5.dimethyl.3.oxocyclohexen.1.yl.oxy.2.hydroxy.3.6.dimethylbenzoate
methyl 4..6.8.dihydroxy.3.methyl.1.oxoisochromen.7.yl..2.4.dimethoxybutanoate
methyl 4..aminocarbonyl..n.cyanotetrahydropyridine.1.2h..carbimidothioate
methyl 4..diaminomethylideneamino.butanoate
methyl 4..methylthio.butyrate
methyl 4..trifluoromethyl.nicotinate
methyl 4...2.apos..3.apos..4.apos..6.apos..tetra.o.acetyl..beta.d.glucopyranosyl.coumarate
methyl 4...e..2.acetyl.4.oxoundec.1.enyl..6.propylnicotinate
methyl 4..1.3.dihydroxy.1..4.hydroxy.3.methoxyphenyl.propan.2.yl.oxy.3.methoxybenzoate
methyl 4..1..furan.2.ylmethyl..3..4.methoxybenzoyl..4.5.dioxopyrrolidin.2.yl.benzoate
methyl 4..2..2.formyl.vinyl..3.hydroxy.5.oxo.cyclopentyl..butanoate
methyl 4..2...5..1.3.dihydroxypropan.2.yl..3.hydroxy.2.methylcyclopentyl.methoxy..2.oxoethyl..5.ethylidene.6..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.4h.pyran.3.carboxylate
methyl 4.acetoxy.3.methoxybenzoate
methyl 4.acetoxy.3.methoxycinnamate
methyl 4.acetylbenzoate
methyl 4.amino.2..2.3.dihydroxy.3.methylbutyl.benzoate
methyl 4.amino.3.iodobenzoate
methyl 4.amino.n..tert.butoxycarbonyl.phenylalaninate
methyl 4.aminobutanoate
methyl 4.chloro.1h.indole.3.acetate
methyl 4.hydroxy.2.oxo.4.phenyl.3.butenoate
methyl 4.hydroxy.3..3.methylbutanoyl.benzoate
methyl 4.hydroxypiperidine.2.carboxylate
methyl 4.hydroxypiperidine.3.carboxylate
methyl 4.mercaptobutyrimidate
methyl 4.methoxy.3..3.apos..hydroxy.2.apos..methyl.propionyloxy.benzoate
methyl 4.methoxycinnamate
methyl 4.methoxythiophene.3.carboxylate
methyl 4.methyl.2.oxo.2h.pyran.6.carboxylate
methyl 4.methylpentanoate
methyl 4.nitrophenylalaninate
methyl 4.oxo.4h.benzo.4.5.imidazo.2.1.b..1.3.thiazine.2.carboxylate
methyl 4.oxononanoate
methyl 4.pentenoate
methyl 4.phenylbutanoate
methyl 4..2.cyano.2...4.methylphenyl.sulfonyl.vinyl..2.5.dimethyl.1h.pyrrole.3.carboxylate
methyl 4..5...1.3.dioxo.1.3.dihydro.2h.isoindol.2.yl.methyl..2.furyl..2.methyl.5.oxo.1.4.5.6.7.8.hexahydro.3.quinolinecarboxylate
methyl 4.......2r.5s..5....2s..2..aminomethyl.pyrrolidin.1.yl.carbonyl.pyrrolidin.2.yl.methyl.amino.carbonyl.amino.benzoate
methyl 4a.hydroxy.7..hydroxymethyl..1..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.5.7a.dihydro.1h.cyclopenta.c.pyran.4.carboxylate
methyl 4alpha.methylergost.8.24.28..diene.3.11.dion.26.oate
methyl 4z.octenoate
methyl 5.6.diacetyloxy.10.hydroxy.2.4b.7.7.10a.12a.hexamethyl.12.methylidene.1.4.8.trioxo.4a.5.6.6a.9.10.10b.11.octahydronaphtho.1.2.h.isochromene.2.carboxylate
methyl 5..1.acetamido.2.phenylethyl.uran.2.carboxylate
methyl 5..but.3.en.1.yl.amino.1.3.4.oxadiazole.2.carboxylate
methyl 5..hydroxymethyl.pyrrolidine.2.carboxylate
methyl 5..hydroxymethyl.pyrrolidine.3.carboxylate
methyl 5...1r..1.hydroxyethyl..gamma.oxofuran.2.butanoate
methyl 5.acetamido.6..4.hydroxyphenyl..4.oxohexanoate
methyl 5.acetoxyhexanoate
methyl 5.amino.1.benzothiophene.2.carboxylate
methyl 5.aminolevulinate
methyl 5.chloro.2.hydroxybenzoate
methyl 5.glucosyl.5.6.dihydro.apo.4.4..lycopenoate
methyl 5.hydroperoxy.6.8.9.11.bisepidioxy.12.14.eicosadienoate
methyl 5.hydroxy.7.p.hydroxyphenysl.3.keto.4z.6e.heptadienoate
methyl 5.hydroxyoxindole.3.acetate
methyl 5.hydroxypiperidine.2.carboxylate
methyl 5.methylhexanoate
methyl 5.nitro.2.furoate
methyl 5...2..ethoxycarbonyl..3.oxohex.1.enyl.amino..2.furoate
methyl 5r.6r.epoxy.9e.eicosen.7.ynoate
methyl 6.8.dihydroxy.3.methyl.9.oxo.9h.xanthene.1.carboxylate
methyl 6.8.epidioxy.5.15.dihydroperoxy.9.11.13.eicosatrienoate
methyl 6..pentacyclo.6.4.0.0.2.7..0.3.6..0.9.12..dodec.4.yl.hexanoate
methyl 6...4.chlorophenyl.thio..5.nitronicotinate
methyl 6...4r..4.isopropyl.4.methyl.5.oxo.2.imidazolin.2.yl..m.toluate
methyl 6...4r..4.isopropyl.4.methyl.5.oxo.2.imidazolin.2.yl..p.toluate
methyl 6...4s..4.isopropyl.4.methyl.5.oxo.2.imidazolin.2.yl..m.toluate
methyl 6...4s..4.isopropyl.4.methyl.5.oxo.2.imidazolin.2.yl..p.toluate
methyl 6.carbamoylphenazine.1.carboxylate
methyl 6.hydroperoxy.4.8.11.14.17.eicosapentaenoate
methyl 6.hydroxyangolensate
methyl 6.methoxy.9h.carbazole.3.carboxylate
methyl 6.o..15..ethyldisulfanyl.pentadecanoyl..beta.d.galactoside
methyl 6.o.acetyl.beta.d.galactoside
methyl 6.o.galloyl.beta.d.glucopyranoside
methyl 6...4..trifluoromethyl.anilino.carbonyl.nicotinate
methyl 7.10.13.hexadecatrienoate
methyl 7..hydroxymethyl..1..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.1.4a.5.7a.tetrahydrocyclopenta.c.pyran.4.carboxylate
methyl 7.methoxycoumarin.4.acetate
methyl 7alpha.acetoxydeacetylbotryoloate
methyl 8..2..benzoyloxy..ethyl..hexahydro.4...e..pent.2.enyl..2h.chromene.6.carboxylate
methyl 8..3.methoxy.3.methylbutyl..2.methylquinoline.4.carboxylate
methyl 8..tetracyclo.6.4.0.0.2.7..0.3.6..dodec.10.yl.octanoate
methyl 8..2..2.formyl.vinyl..3.hydroxy.5.oxo.cyclopentyl..octanoate
methyl 8..3.5.epidioxy.2..3.hydroperoxy.1.pentenyl..cyclopentyl..octanoate
methyl 8.hydroperoxy.5.9.11.14.17.eicosapentaenoate
methyl 8.hydroxy.11e.17.octadecadien.9.ynoate
methyl 8.hydroxy.3.methoxy.6.methyl.9.oxoxanthene.1.carboxylate
methyl 8.hydroxy.6.methyl.9.oxo.9h.xanthene.1.carboxylate
methyl 8.hydroxyhexylitaconate
methyl 8...alpha.l.fucopyranosyl..1..gt.3...alpha.l.fucopyranosyl..1..gt.2..beta.d.galactopyranosyl..1..gt.4...2.acetamido.2.deoxy.beta.d.glucopyranosyl.oxy.nonanoate
methyl 8...alpha.l.fucosyl..1..gt.2..beta.d.galactosyl..1..gt.3...alpha.l.fucosyl..1..gt.4...n.acetyl.beta.d.glucosaminyl.oxy.nonanoate
